tag,framework_aligned_H1_rmsd,framework_aligned_H2_rmsd,framework_aligned_H3_rmsd,framework_aligned_L1_rmsd,framework_aligned_L2_rmsd,framework_aligned_L3_rmsd,framework_aligned_antibody_rmsd,framework_aligned_cdr_rmsd,interaction_pae,pae,pred_lddt,target_aligned_antibody_rmsd,target_aligned_cdr_rmsd
design_2031,1.3,1.57,1.36,2.26,1.01,1.83,1.18,1.63,16.32,8.53,0.84,19.46,14.09
design_2032,1.39,2.77,1.11,2.11,1.17,1.92,1.31,1.8,18.76,9.28,0.85,19.36,14.22
design_2033,1.57,2.21,1.17,2.16,1.07,1.98,1.29,1.74,16.84,8.62,0.84,20.61,14.79
design_2034,1.58,2.86,1.12,2.22,1.21,1.95,1.38,1.88,17.66,8.86,0.85,17.99,12.06
design_2035,1.75,2.58,2.06,2.34,1.12,2.25,1.41,2.08,17.36,8.93,0.84,20.35,15.95
design_2036,1.77,2.56,2.08,2.09,1.42,2.29,1.42,2.08,17.4,8.96,0.84,27.61,20.64
design_2037,1.52,2.72,1.18,2.04,1.1,1.87,1.27,1.79,17.67,8.87,0.85,14.44,11.81
design_2038,1.38,2.91,1.07,1.92,1.04,2.17,1.28,1.83,19.02,9.46,0.85,19.43,16.11
design_2039,1.29,2.58,1.25,1.81,0.96,2.29,1.19,1.78,17.38,8.95,0.85,8.84,6.59
design_2040,1.29,2.22,4.32,1.84,0.93,1.18,1.44,2.56,17.7,9.08,0.84,20.96,15.94
design_2041,1.18,2.07,4.16,1.86,0.95,1.63,1.44,2.51,17.08,8.56,0.85,14.45,10.82
design_2042,1.12,1.93,4.8,1.76,0.86,1.38,1.46,2.73,17.37,8.92,0.85,15.86,12.23
design_2043,1.19,2.08,4.4,1.71,0.87,1.2,1.42,2.55,18.83,9.41,0.85,33.64,21.21
design_2044,1.37,2.53,4.43,1.91,1.43,1.31,1.52,2.69,18.27,9.04,0.85,18.96,15.85
design_2045,1.23,2.1,4.51,1.59,0.94,1.31,1.43,2.61,17.93,9.09,0.84,28.65,22.26
design_2046,1.2,2.33,5.21,1.97,0.92,1.5,1.66,2.99,14.53,7.42,0.86,20.08,12.97
design_2047,1.43,2.35,3.77,2.02,1.02,1.59,1.47,2.42,16.42,8.45,0.84,10.94,7.69
design_2048,1.51,2.42,1.39,2.43,1.19,2.99,1.5,2.19,19.43,9.94,0.83,28.01,18.64
design_2049,1.38,2.23,1.91,2.4,1.08,3.17,1.52,2.29,19.09,9.83,0.83,29.1,17.83
design_2050,1.29,2.54,1.75,2.21,1.08,2.93,1.42,2.18,19.85,10.1,0.83,25.86,18.51
design_2051,1.22,2.23,1.86,2.32,1.0,2.77,1.42,2.11,18.08,9.46,0.82,24.39,19.4
design_2052,1.16,2.14,1.81,2.35,0.93,2.99,1.46,2.16,18.46,9.62,0.83,10.12,8.8
design_2053,1.31,2.3,1.68,2.21,0.99,3.39,1.45,2.31,17.57,9.31,0.82,15.94,9.18
design_2054,1.24,2.23,1.98,2.38,0.92,2.74,1.4,2.13,18.24,9.5,0.83,21.1,17.3
design_2055,1.37,2.08,1.43,2.71,1.32,3.53,1.55,2.4,15.64,8.51,0.83,24.84,18.13
design_2056,1.36,2.23,2.06,1.97,1.0,1.39,1.18,1.71,17.17,8.77,0.85,22.29,12.53
design_2057,1.15,2.16,1.76,1.79,1.23,1.32,1.09,1.59,15.64,8.37,0.84,2.82,2.36
design_2058,1.32,2.16,1.35,1.72,0.99,0.95,1.05,1.46,16.81,8.59,0.85,24.92,20.93
design_2059,1.07,1.77,1.86,1.76,1.42,1.41,1.08,1.56,14.73,7.96,0.84,7.96,6.14
design_2060,1.42,2.08,1.16,1.92,1.07,0.86,1.05,1.47,16.02,8.43,0.84,31.06,24.45
design_2061,1.22,1.95,2.3,1.75,1.05,1.28,1.06,1.63,16.28,8.6,0.83,17.1,13.18
design_2062,1.37,2.27,2.01,1.75,0.97,1.15,1.15,1.63,17.44,8.91,0.85,30.6,24.5
design_2063,1.42,2.25,1.5,1.93,0.99,1.6,1.19,1.66,16.64,8.56,0.85,21.53,16.81
design_2064,1.28,2.61,0.84,2.2,0.99,1.23,1.25,1.65,17.58,9.22,0.83,23.08,18.75
design_2065,1.23,2.54,0.64,1.91,0.89,1.35,1.12,1.55,17.05,8.61,0.86,33.86,25.7
design_2066,1.28,2.82,1.11,2.39,1.21,1.21,1.25,1.79,17.27,8.95,0.84,29.4,23.0
design_2067,1.43,2.8,0.85,2.2,1.01,1.19,1.22,1.72,16.64,8.7,0.84,11.97,10.14
design_2068,0.93,2.43,0.68,1.8,0.78,1.49,1.13,1.47,18.46,9.14,0.85,19.21,11.68
design_2069,1.19,2.6,0.82,2.05,1.13,1.16,1.13,1.6,7.97,5.66,0.84,5.52,4.34
design_2070,1.48,2.6,1.1,2.45,1.14,1.32,1.24,1.79,17.87,9.22,0.85,31.07,23.4
design_2071,1.34,3.01,0.66,1.93,1.08,1.25,1.22,1.7,17.68,8.92,0.85,31.06,23.33
design_2072,1.44,2.79,1.94,1.97,1.45,2.53,1.47,2.12,14.18,8.04,0.82,19.48,14.39
design_2073,1.35,2.67,2.33,1.83,1.09,2.31,1.4,2.09,13.28,7.82,0.82,9.45,5.42
design_2074,1.54,2.81,1.39,2.02,1.5,2.44,1.45,2.0,17.92,9.26,0.83,36.85,24.78
design_2075,1.12,2.57,3.75,1.79,1.09,2.22,1.5,2.5,16.59,8.85,0.83,24.4,18.78
design_2076,1.4,2.78,1.85,1.9,1.43,2.58,1.45,2.1,18.5,9.63,0.83,10.3,8.26
design_2077,1.53,2.99,3.99,2.39,1.71,2.48,1.76,2.83,12.28,7.29,0.82,27.17,19.85
design_2078,1.26,2.54,1.46,1.69,1.5,2.35,1.33,1.88,10.85,7.09,0.81,22.24,16.84
design_2079,1.24,2.69,4.14,1.72,1.22,2.59,1.6,2.75,19.46,9.71,0.84,14.36,10.93
design_2080,1.48,2.16,3.7,2.15,1.1,1.36,1.32,2.21,16.92,8.17,0.88,19.03,15.08
design_2081,1.26,1.93,1.01,2.23,0.8,1.76,1.11,1.58,16.41,8.01,0.88,31.45,23.11
design_2082,1.31,2.12,2.0,2.33,0.87,1.77,1.18,1.82,16.9,8.41,0.87,34.19,25.87
design_2083,1.3,1.72,3.93,2.11,0.92,1.38,1.31,2.18,15.42,7.44,0.89,34.49,29.32
design_2084,1.34,1.89,2.17,1.95,0.9,1.39,1.14,1.68,15.83,7.84,0.88,41.52,31.78
design_2085,1.34,1.73,1.07,2.24,1.11,1.43,1.08,1.55,17.43,8.73,0.86,33.47,27.38
design_2086,1.31,2.09,2.24,2.03,0.89,1.7,1.17,1.78,16.19,7.93,0.88,22.92,18.96
design_2087,1.26,2.25,3.68,2.03,1.17,1.74,1.3,2.22,17.33,8.57,0.86,11.48,10.73
design_2088,1.32,2.98,3.13,2.63,1.0,1.65,1.47,2.25,17.05,8.59,0.85,17.33,11.76
design_2089,1.5,3.1,2.69,2.67,1.0,2.09,1.48,2.28,18.14,8.97,0.86,26.74,16.86
design_2090,1.26,2.98,2.75,2.62,1.22,2.19,1.46,2.26,17.65,8.79,0.86,11.14,10.57
design_2091,1.08,2.8,3.33,2.6,1.04,2.26,1.41,2.33,17.87,8.97,0.86,25.04,17.71
design_2092,1.21,2.94,2.92,2.84,1.01,1.57,1.45,2.22,15.07,7.89,0.85,13.64,8.98
design_2093,1.43,3.02,2.24,2.45,1.12,1.99,1.44,2.13,18.18,9.18,0.86,28.19,22.38
design_2094,1.3,3.03,3.17,2.49,1.18,2.03,1.48,2.31,17.92,8.98,0.86,8.07,6.53
design_2095,1.32,2.94,2.57,2.83,1.1,1.73,1.45,2.2,18.42,9.16,0.86,34.32,18.24
design_2096,0.85,1.82,1.5,1.64,1.1,7.49,1.96,3.98,17.91,9.32,0.84,30.73,23.99
design_2097,0.88,1.83,1.52,1.77,1.16,2.55,1.2,1.81,17.77,9.5,0.82,30.15,23.42
design_2098,0.91,1.37,1.63,1.61,0.93,7.3,1.89,3.86,15.18,8.37,0.82,28.35,21.08
design_2099,0.89,1.83,1.73,1.75,0.89,7.42,1.95,3.96,17.71,9.3,0.84,28.52,21.08
design_2100,0.93,1.68,1.49,1.61,0.93,6.08,1.66,3.29,17.97,9.45,0.83,19.0,15.25
design_2101,0.9,1.83,2.46,1.73,1.04,7.81,2.05,4.2,17.34,9.03,0.84,30.01,23.11
design_2102,1.08,1.79,2.08,1.7,1.09,6.91,1.84,3.75,13.25,7.71,0.82,29.96,22.84
design_2103,1.0,1.73,2.06,1.8,0.82,7.64,2.01,4.09,17.15,9.07,0.84,28.01,20.66
design_2104,1.73,1.4,3.31,2.17,1.02,1.86,1.5,2.22,18.06,9.11,0.84,37.37,24.89
design_2105,1.61,1.67,3.19,1.83,1.18,2.59,1.47,2.26,17.48,8.86,0.85,19.9,18.23
design_2106,1.26,1.28,3.96,1.73,0.76,1.82,1.41,2.34,19.17,9.6,0.84,17.68,13.49
design_2107,1.39,1.14,2.06,1.62,0.95,1.88,1.17,1.63,16.94,8.81,0.84,15.82,12.3
design_2108,1.39,1.3,1.77,1.79,1.08,1.91,1.24,1.6,17.78,9.07,0.84,29.4,21.39
design_2109,1.34,1.71,8.05,1.9,0.93,2.37,2.18,4.3,18.58,9.59,0.84,14.59,9.58
design_2110,1.77,1.55,3.6,2.16,1.07,1.67,1.55,2.32,17.1,8.86,0.83,20.78,11.68
design_2111,1.23,1.08,2.0,1.79,1.19,2.27,1.23,1.71,16.16,8.42,0.84,17.15,7.91
design_2112,1.28,2.31,1.1,1.92,1.13,2.51,1.32,1.88,16.56,8.74,0.83,20.27,12.66
design_2113,0.94,2.32,1.31,1.97,1.36,2.77,1.35,1.99,13.44,7.74,0.83,27.05,20.53
design_2114,1.26,2.01,0.89,1.87,1.1,2.51,1.27,1.8,17.47,9.33,0.82,6.72,7.74
design_2115,1.54,1.93,0.75,1.98,1.07,2.4,1.28,1.79,15.96,8.82,0.81,9.17,7.12
design_2116,1.35,1.79,0.67,1.76,0.93,3.05,1.29,1.95,15.22,8.57,0.82,12.53,10.77
design_2117,0.97,1.91,1.02,1.82,1.09,3.79,1.37,2.28,15.42,8.43,0.83,17.71,13.2
design_2118,1.1,1.98,1.28,1.83,1.23,3.43,1.36,2.18,15.82,8.59,0.82,9.2,5.77
design_2119,0.94,1.95,1.83,1.86,1.11,2.72,1.26,1.96,15.29,8.52,0.83,16.51,15.0
design_2120,1.88,3.66,2.06,3.02,1.64,2.2,1.56,2.49,17.03,8.86,0.85,21.83,17.41
design_2121,1.98,4.17,1.34,2.65,1.74,2.33,1.56,2.53,15.34,8.31,0.84,32.08,26.88
design_2122,2.26,4.44,1.49,2.92,2.23,6.84,2.18,4.2,16.61,8.28,0.86,10.56,9.95
design_2123,1.66,3.65,2.08,2.95,1.54,2.21,1.55,2.44,15.96,8.47,0.85,32.55,26.1
design_2124,1.78,3.93,2.1,2.85,1.4,2.3,1.58,2.51,18.03,9.22,0.84,32.59,25.65
design_2125,1.72,3.8,2.32,3.12,1.31,2.17,1.61,2.52,16.68,8.67,0.85,33.54,25.71
design_2126,1.92,4.1,1.4,2.88,2.13,2.77,1.66,2.7,16.79,8.98,0.83,29.48,22.52
design_2127,1.53,3.68,2.17,2.98,1.3,2.24,1.57,2.44,17.5,8.95,0.85,35.87,27.56
design_2128,1.29,2.12,1.19,1.67,1.3,3.12,1.24,2.07,13.78,8.02,0.82,6.37,3.62
design_2129,1.31,2.28,1.16,1.89,1.47,3.97,1.45,2.47,15.78,8.65,0.82,2.66,3.09
design_2130,1.33,2.22,1.1,1.87,1.2,2.54,1.3,1.88,8.54,6.03,0.83,4.85,3.99
design_2131,1.05,2.11,1.28,1.62,1.14,3.49,1.28,2.19,15.02,8.44,0.83,7.3,4.79
design_2132,1.5,2.56,1.27,1.56,1.05,3.15,1.37,2.14,18.85,9.64,0.84,30.56,23.02
design_2133,1.28,2.11,1.05,1.71,1.09,2.37,1.21,1.76,10.4,6.67,0.82,4.5,3.37
design_2134,1.36,2.32,1.21,1.72,1.15,3.37,1.37,2.2,17.08,9.08,0.83,20.85,11.28
design_2135,1.4,2.58,1.53,1.79,1.36,2.91,1.37,2.13,16.7,8.87,0.84,9.45,5.88
design_2136,1.48,2.38,2.05,2.73,1.56,1.17,1.42,1.98,17.18,8.72,0.86,31.93,24.19
design_2137,1.39,2.07,2.77,3.21,1.36,1.1,1.47,2.13,17.16,8.8,0.85,29.84,23.38
design_2138,1.19,2.15,3.05,2.84,1.36,1.22,1.44,2.08,17.44,8.85,0.86,32.44,25.85
design_2139,1.2,1.98,2.49,2.71,1.23,1.05,1.32,1.89,17.4,8.95,0.85,29.86,24.26
design_2140,1.14,2.02,3.16,2.68,1.39,1.35,1.38,2.06,17.98,8.95,0.87,29.56,21.95
design_2141,1.11,1.86,2.9,2.48,1.39,1.21,1.3,1.91,16.42,8.53,0.85,30.21,23.89
design_2142,1.26,2.01,2.85,2.7,1.26,1.28,1.36,1.99,16.8,8.74,0.84,30.76,24.72
design_2143,1.14,1.94,3.35,2.63,1.14,1.29,1.38,2.04,16.96,8.61,0.86,31.3,24.93
design_2144,1.26,2.23,0.89,2.44,1.0,1.16,1.13,1.54,17.87,8.6,0.87,18.6,11.64
design_2145,1.15,2.0,1.09,2.37,0.9,1.54,1.16,1.54,18.2,8.65,0.87,18.01,12.91
design_2146,1.06,2.05,0.97,2.48,0.71,1.33,1.16,1.51,17.12,8.39,0.87,11.15,10.21
design_2147,1.28,1.98,1.38,2.34,0.74,1.38,1.2,1.58,18.79,9.04,0.87,18.82,16.58
design_2148,1.28,2.2,1.41,2.33,0.82,1.39,1.25,1.63,17.32,8.52,0.86,26.02,17.87
design_2149,1.0,2.07,1.52,2.15,0.88,1.26,1.12,1.56,18.24,8.81,0.87,27.77,19.93
design_2150,1.29,2.18,1.53,2.31,0.87,1.63,1.25,1.69,15.36,7.79,0.86,16.32,10.88
design_2151,1.16,2.24,1.34,2.28,0.71,1.3,1.19,1.58,18.39,8.78,0.87,27.35,24.34
design_2152,1.27,2.02,3.43,2.35,1.1,0.89,1.39,2.3,17.78,8.54,0.87,26.75,16.01
design_2153,1.58,2.45,4.18,2.38,1.23,0.98,1.6,2.71,18.28,8.64,0.87,14.11,9.78
design_2154,1.45,2.31,4.4,2.43,1.28,1.0,1.62,2.79,17.68,8.49,0.87,25.06,17.37
design_2155,1.44,2.21,3.38,2.56,1.13,0.96,1.45,2.36,18.83,8.94,0.87,22.59,13.69
design_2156,1.33,2.07,3.09,2.15,1.12,0.88,1.29,2.14,17.69,8.45,0.87,8.08,8.56
design_2157,1.49,2.28,3.63,2.43,1.18,0.98,1.49,2.46,17.89,8.56,0.87,12.06,8.78
design_2158,1.5,2.33,3.74,2.24,1.39,1.0,1.48,2.5,18.01,8.63,0.87,28.79,22.52
design_2159,1.56,2.44,3.51,2.48,1.28,0.94,1.49,2.45,17.91,8.55,0.88,19.26,13.03
design_2160,1.46,1.66,3.08,2.11,0.98,5.19,1.71,3.07,18.34,9.31,0.84,24.41,17.72
design_2161,1.47,1.9,2.66,2.44,1.48,2.14,1.45,2.16,18.22,8.98,0.85,23.36,18.63
design_2162,1.63,2.02,2.89,2.49,1.16,2.2,1.49,2.27,18.65,9.15,0.85,24.0,17.92
design_2163,1.76,2.16,0.63,2.23,1.19,2.2,1.29,1.73,17.08,8.94,0.84,4.0,3.36
design_2164,1.61,1.99,2.32,2.36,1.13,2.32,1.4,2.08,17.98,8.98,0.85,14.55,8.88
design_2165,1.73,2.09,2.39,2.39,1.22,1.98,1.43,2.07,18.55,9.33,0.84,27.42,19.0
design_2166,1.65,1.96,1.47,2.26,1.15,2.27,1.31,1.84,18.88,9.4,0.84,34.09,25.81
design_2167,1.59,1.92,2.49,2.28,1.11,2.32,1.42,2.11,18.38,9.26,0.84,28.41,22.03
design_2168,1.69,2.44,0.61,1.98,1.1,4.79,1.65,2.89,19.43,9.98,0.83,16.06,13.44
design_2169,1.87,2.6,0.63,2.69,1.13,3.89,1.67,2.62,19.23,9.76,0.84,29.62,22.7
design_2170,1.6,2.42,0.79,2.23,1.04,4.22,1.63,2.65,19.53,9.91,0.84,32.7,26.77
design_2171,1.58,2.24,0.9,2.68,1.06,4.21,1.64,2.7,19.8,10.03,0.84,26.12,18.37
design_2172,1.61,2.41,0.77,2.34,1.24,4.12,1.64,2.63,19.94,10.04,0.84,26.48,17.89
design_2173,1.6,2.53,0.95,2.36,0.95,3.66,1.56,2.45,18.91,9.67,0.84,36.06,28.51
design_2174,1.61,2.34,0.79,2.3,1.04,4.47,1.66,2.76,18.65,9.63,0.83,35.59,28.8
design_2175,1.76,2.45,0.64,2.45,1.07,4.44,1.68,2.79,18.81,9.7,0.83,32.54,24.73
design_2176,1.07,2.09,2.41,1.86,0.75,1.96,1.15,1.89,15.81,8.52,0.83,23.02,18.58
design_2177,1.12,1.9,4.81,1.88,0.95,2.06,1.53,2.92,19.57,9.52,0.85,34.98,27.65
design_2178,1.32,1.89,2.87,1.97,0.91,1.98,1.25,2.09,18.06,9.3,0.83,17.92,13.24
design_2179,1.16,2.0,3.85,1.96,1.46,2.17,1.43,2.55,12.13,7.17,0.83,14.82,10.87
design_2180,1.73,1.74,5.09,2.18,0.81,2.18,1.66,3.12,15.95,8.22,0.85,30.26,22.91
design_2181,1.14,1.82,3.81,1.91,0.72,1.98,1.35,2.44,17.24,8.99,0.83,25.45,18.76
design_2182,1.14,1.62,4.09,1.76,0.7,1.69,1.35,2.5,17.15,8.95,0.83,18.88,14.71
design_2183,1.15,1.95,1.93,2.01,0.76,1.74,1.12,1.71,19.32,9.47,0.84,33.37,22.99
design_2184,1.28,1.73,4.29,2.28,1.16,1.12,1.59,2.69,18.7,8.98,0.87,25.51,20.93
design_2185,1.35,1.92,4.32,2.62,1.11,1.29,1.66,2.79,18.72,8.9,0.87,26.76,19.84
design_2186,1.51,2.14,3.4,2.77,1.33,1.09,1.56,2.45,15.93,7.92,0.86,27.35,22.5
design_2187,1.37,2.14,4.79,2.72,1.26,1.06,1.77,3.04,18.92,9.18,0.85,30.55,21.07
design_2188,1.44,2.12,3.55,2.71,1.15,1.25,1.57,2.49,17.28,8.51,0.86,27.36,20.59
design_2189,1.45,2.04,2.43,2.37,1.24,1.02,1.35,1.97,15.93,8.07,0.85,30.13,22.49
design_2190,1.23,1.83,3.67,2.21,0.96,0.95,1.44,2.38,18.71,8.78,0.88,28.77,20.97
design_2191,1.03,1.93,3.73,2.18,1.03,0.99,1.44,2.41,16.48,8.27,0.86,28.79,22.59
design_2192,1.04,1.34,3.45,1.58,1.07,2.16,1.23,1.92,14.45,7.78,0.85,11.29,8.75
design_2193,1.19,1.49,3.52,1.58,0.95,2.24,1.27,1.98,15.86,8.19,0.86,30.96,23.35
design_2194,0.96,1.51,3.66,1.56,1.01,2.05,1.19,1.93,17.43,8.85,0.86,12.68,11.32
design_2195,1.03,1.4,3.58,1.53,0.84,2.37,1.21,2.0,16.87,8.65,0.86,10.73,8.93
design_2196,1.13,1.82,0.8,1.5,1.28,7.97,2.1,4.37,17.56,9.16,0.84,27.44,22.64
design_2197,1.03,1.48,3.36,1.63,0.9,3.21,1.35,2.28,16.11,8.51,0.84,3.5,3.41
design_2198,0.92,1.26,3.62,1.44,0.87,3.2,1.26,2.28,18.14,9.06,0.86,13.69,9.59
design_2199,1.11,1.39,3.67,1.58,0.85,2.47,1.27,2.06,14.46,7.78,0.85,9.97,8.22
design_2200,1.42,2.1,1.84,1.78,0.96,2.06,1.16,1.76,14.55,7.79,0.85,18.81,15.57
design_2201,1.39,2.16,1.7,1.82,1.05,2.1,1.16,1.77,14.15,7.49,0.85,20.34,16.41
design_2202,1.21,2.06,2.14,1.94,1.16,2.47,1.25,1.92,16.68,8.77,0.83,8.35,6.59
design_2203,1.17,2.3,2.08,1.75,0.98,2.61,1.21,1.94,18.22,9.35,0.85,21.02,14.35
design_2204,1.23,2.19,2.3,1.82,0.89,2.34,1.22,1.89,17.29,8.97,0.84,24.58,16.92
design_2205,1.02,2.13,1.36,1.73,1.1,2.29,1.09,1.73,9.49,6.43,0.82,3.15,2.29
design_2206,1.14,1.7,1.92,1.59,0.82,2.58,1.12,1.78,18.2,9.27,0.84,43.57,27.18
design_2207,1.29,2.36,2.85,2.1,1.06,2.77,1.35,2.19,17.18,8.86,0.85,27.39,20.89
design_2208,0.96,1.11,2.41,2.1,1.05,1.58,1.08,1.7,14.97,7.62,0.87,31.36,23.38
design_2209,1.25,1.47,2.13,2.14,1.1,1.41,1.14,1.68,16.12,7.94,0.87,30.6,24.91
design_2210,0.98,1.26,2.33,1.64,0.94,0.93,1.04,1.52,15.36,7.63,0.87,29.52,23.7
design_2211,1.17,1.64,1.63,2.27,1.02,1.53,1.17,1.61,13.77,7.22,0.86,14.98,12.25
design_2212,1.12,2.01,1.55,1.96,1.0,1.39,1.16,1.55,9.49,5.76,0.85,9.5,8.8
design_2213,1.3,2.01,1.61,1.88,1.3,1.42,1.2,1.61,14.42,7.4,0.86,30.29,23.58
design_2214,1.19,1.95,1.69,2.33,1.06,1.61,1.26,1.7,13.85,7.26,0.86,12.84,11.12
design_2215,1.31,1.9,1.59,2.29,1.43,1.6,1.24,1.72,16.08,7.97,0.87,25.61,16.48
design_2216,1.25,1.87,3.59,1.97,1.03,3.68,1.49,2.64,17.29,9.0,0.83,19.63,13.56
design_2217,1.1,1.77,3.48,1.85,0.85,2.72,1.28,2.2,16.05,8.65,0.83,14.18,11.32
design_2218,1.19,2.0,3.44,1.98,0.9,2.78,1.35,2.27,16.93,8.84,0.85,25.89,20.74
design_2219,1.27,1.91,3.54,1.77,0.93,3.16,1.37,2.4,15.89,8.59,0.83,17.49,13.46
design_2220,1.29,1.96,3.46,1.9,1.26,2.45,1.32,2.17,14.43,8.02,0.83,16.94,13.87
design_2221,1.32,2.03,3.5,1.88,1.11,3.57,1.49,2.59,16.94,8.93,0.83,25.33,15.37
design_2222,1.15,1.88,3.54,1.9,0.94,2.41,1.27,2.12,16.1,8.71,0.83,10.71,9.49
design_2223,1.08,1.6,3.5,1.62,0.87,4.52,1.49,2.91,18.02,9.36,0.84,18.54,14.52
design_2224,1.14,2.24,2.38,2.5,1.21,0.98,1.38,1.96,17.42,8.28,0.88,13.1,11.76
design_2225,1.12,2.08,1.62,1.98,1.08,1.1,1.16,1.58,17.73,8.5,0.87,32.09,26.26
design_2226,1.28,2.39,3.17,2.68,1.71,1.04,1.56,2.36,13.96,6.85,0.88,10.65,10.08
design_2227,1.01,2.16,2.46,2.28,1.27,0.99,1.32,1.92,18.77,8.64,0.89,19.66,17.75
design_2228,1.08,2.28,2.94,2.49,1.25,0.99,1.43,2.16,14.61,7.35,0.87,8.41,8.39
design_2229,1.06,2.26,2.52,2.45,1.31,1.04,1.41,2.0,14.23,7.12,0.87,7.37,7.05
design_2230,1.0,2.18,2.47,2.47,1.55,0.98,1.37,1.99,17.42,8.32,0.88,24.28,18.88
design_2231,1.76,2.67,1.99,2.81,1.28,1.22,1.43,2.07,16.05,8.02,0.86,10.89,6.84
design_2232,0.98,1.96,4.43,2.11,0.81,1.23,1.43,2.7,18.48,9.09,0.86,16.38,11.54
design_2233,1.04,2.41,4.15,2.24,0.98,1.34,1.47,2.66,19.21,9.29,0.85,15.45,9.8
design_2234,1.31,2.04,4.16,1.87,0.86,1.34,1.39,2.59,17.84,8.77,0.86,11.81,8.25
design_2235,0.91,2.36,1.86,1.91,0.92,1.25,1.11,1.66,17.77,8.92,0.84,14.51,8.6
design_2236,1.18,2.37,2.22,2.2,1.15,1.48,1.23,1.9,14.94,7.8,0.84,12.77,6.42
design_2237,1.33,1.98,4.01,1.92,0.89,1.31,1.39,2.52,17.89,8.72,0.86,18.5,14.9
design_2238,1.19,1.76,4.28,1.86,0.86,1.04,1.42,2.59,18.3,8.95,0.86,18.82,13.67
design_2239,1.29,2.26,3.88,2.11,1.02,1.26,1.41,2.52,18.25,8.98,0.85,16.13,13.04
design_2240,0.91,0.94,1.89,1.88,0.85,3.28,1.35,2.11,18.26,9.65,0.83,30.67,23.26
design_2241,1.27,0.97,3.11,1.83,0.92,3.29,1.45,2.37,17.36,9.33,0.83,35.65,27.22
design_2242,1.33,1.09,2.54,1.86,0.92,3.69,1.46,2.43,18.53,9.61,0.83,22.45,13.88
design_2243,1.17,1.02,2.24,1.83,0.83,3.09,1.34,2.1,18.88,9.94,0.83,30.85,23.99
design_2244,1.09,1.27,3.03,1.98,1.08,3.47,1.48,2.45,16.86,9.24,0.83,27.97,22.83
design_2245,1.55,1.28,2.52,2.0,0.91,2.95,1.39,2.18,15.77,8.66,0.82,29.72,23.37
design_2246,1.22,0.95,3.15,2.06,1.05,3.27,1.49,2.4,17.83,9.58,0.83,28.14,22.16
design_2247,1.37,1.21,3.16,2.26,1.25,3.69,1.61,2.62,17.88,9.45,0.83,30.41,24.84
design_2248,2.14,3.27,2.66,2.53,1.6,2.42,1.6,2.48,17.43,9.0,0.84,35.42,24.75
design_2249,2.02,3.16,2.34,2.75,1.38,2.11,1.59,2.34,16.14,8.48,0.84,23.06,17.04
design_2250,2.01,3.16,2.49,2.58,1.52,2.08,1.55,2.34,18.34,9.31,0.85,16.81,14.26
design_2251,1.93,2.92,2.24,2.79,1.22,2.42,1.53,2.33,19.35,9.53,0.85,37.71,27.55
design_2252,1.93,3.33,2.2,2.4,1.4,1.65,1.46,2.2,13.67,7.75,0.83,23.58,18.05
design_2253,1.69,3.03,2.35,2.68,1.14,2.32,1.54,2.29,13.65,7.63,0.83,17.77,12.51
design_2254,2.11,3.23,2.52,2.82,1.45,1.68,1.63,2.35,17.38,8.64,0.86,9.42,9.53
design_2255,1.86,3.2,2.32,2.49,1.4,4.93,1.74,3.09,17.51,8.94,0.85,10.84,9.48
design_2256,0.98,2.08,1.82,1.84,0.79,3.31,1.31,2.19,19.59,10.22,0.82,13.37,11.06
design_2257,1.23,1.78,2.19,1.81,0.77,2.33,1.21,1.85,17.0,9.17,0.82,30.25,23.79
design_2258,1.0,2.09,1.49,1.79,0.85,2.18,1.15,1.72,15.88,8.85,0.81,29.85,22.92
design_2259,1.16,1.78,2.03,2.32,0.74,2.82,1.23,2.07,19.06,10.01,0.82,27.82,22.03
design_2260,0.79,1.74,1.76,2.25,0.97,2.73,1.24,1.97,5.74,5.35,0.82,3.85,2.96
design_2261,1.35,1.85,1.36,1.9,0.84,3.08,1.28,2.07,18.55,9.76,0.82,20.28,15.36
design_2262,1.17,1.85,2.1,1.71,0.94,2.2,1.18,1.79,15.62,8.69,0.82,30.15,23.68
design_2263,1.06,1.75,1.99,1.82,0.79,2.99,1.26,2.04,18.22,9.66,0.82,22.51,17.39
design_2264,1.04,1.92,1.36,1.54,0.84,4.94,1.46,2.7,13.59,7.78,0.83,15.88,12.23
design_2265,1.24,1.93,1.26,1.86,0.98,6.69,1.83,3.52,15.39,7.76,0.87,14.08,11.51
design_2266,1.27,1.87,1.33,1.78,0.73,6.59,1.79,3.46,15.66,7.86,0.86,12.6,9.48
design_2267,1.32,1.77,1.33,1.88,1.23,6.77,1.84,3.56,15.83,7.81,0.87,11.65,9.47
design_2268,1.22,1.65,0.84,1.72,0.69,6.79,1.79,3.5,16.59,8.19,0.87,13.64,10.81
design_2269,1.14,1.91,1.88,1.85,0.86,1.91,1.23,1.67,15.61,8.42,0.83,14.93,11.45
design_2270,1.19,1.7,1.89,2.19,0.67,5.74,1.62,3.14,16.64,8.65,0.85,7.05,5.47
design_2271,1.38,1.94,1.36,2.21,0.95,6.66,1.84,3.55,14.93,7.63,0.86,11.98,8.52
design_2272,1.27,1.2,2.27,1.75,1.09,2.27,1.17,1.81,14.98,8.09,0.83,11.96,8.46
