tag,framework_aligned_H1_rmsd,framework_aligned_H2_rmsd,framework_aligned_H3_rmsd,framework_aligned_L1_rmsd,framework_aligned_L2_rmsd,framework_aligned_L3_rmsd,framework_aligned_antibody_rmsd,framework_aligned_cdr_rmsd,interaction_pae,pae,pred_lddt,target_aligned_antibody_rmsd,target_aligned_cdr_rmsd
design_1530,0.62,0.53,2.06,nan,nan,nan,0.68,1.3,12.99,7.33,0.89,4.68,2.57
design_1531,0.63,0.49,2.02,nan,nan,nan,0.66,1.28,12.91,7.32,0.88,5.5,2.97
design_1532,0.6,0.52,1.3,nan,nan,nan,0.57,0.89,13.4,7.56,0.88,20.23,11.56
design_1533,0.8,0.57,1.7,nan,nan,nan,0.63,1.15,13.78,7.68,0.89,7.73,3.77
design_1534,0.6,0.65,1.84,nan,nan,nan,0.65,1.2,14.5,8.0,0.9,5.13,3.76
design_1535,0.57,0.55,1.49,nan,nan,nan,0.57,0.99,5.0,3.43,0.89,11.25,8.89
design_1536,0.47,0.32,1.27,nan,nan,nan,0.48,0.82,4.23,2.93,0.9,10.4,8.22
design_1537,0.47,0.38,1.25,nan,nan,nan,0.49,0.82,14.57,7.83,0.91,6.41,5.22
design_1538,0.95,0.69,1.91,nan,nan,nan,0.69,1.31,14.2,7.62,0.9,16.04,10.58
design_1539,0.44,0.54,1.36,nan,nan,nan,0.52,0.89,14.61,7.86,0.9,33.86,14.74
design_1540,0.57,0.34,0.85,nan,nan,nan,0.44,0.63,15.06,8.04,0.91,22.23,26.98
design_1541,0.5,0.35,1.36,nan,nan,nan,0.49,0.88,7.45,4.47,0.89,10.37,7.74
design_1542,0.98,0.69,1.7,nan,nan,nan,0.63,1.22,12.33,6.84,0.89,9.8,6.81
design_1543,0.96,0.81,2.05,nan,nan,nan,0.72,1.41,13.78,7.49,0.9,7.0,3.99
design_1544,0.81,0.74,1.85,nan,nan,nan,0.66,1.26,13.81,7.71,0.9,27.57,24.12
design_1545,0.82,0.78,1.71,nan,nan,nan,0.64,1.2,12.21,6.87,0.89,8.8,5.59
design_1546,0.81,1.02,1.59,nan,nan,nan,0.64,1.2,10.12,5.84,0.89,26.93,25.68
design_1547,0.68,0.85,1.56,nan,nan,nan,0.63,1.11,12.94,7.17,0.89,9.06,4.41
design_1548,0.68,0.82,1.72,nan,nan,nan,0.63,1.18,5.34,3.57,0.89,12.59,9.49
design_1549,0.77,0.82,2.0,nan,nan,nan,0.69,1.34,12.47,6.97,0.89,7.7,4.52
design_1550,0.78,0.87,1.91,nan,nan,nan,0.67,1.31,6.29,4.02,0.88,11.7,8.54
design_1551,0.84,0.81,2.32,nan,nan,nan,0.76,1.53,11.62,6.54,0.89,10.51,7.82
design_1552,0.53,0.6,1.22,nan,nan,nan,0.54,0.94,14.32,7.71,0.9,10.97,9.64
design_1553,1.08,0.6,1.12,nan,nan,nan,0.59,1.01,15.62,8.3,0.91,17.49,17.2
design_1554,1.08,0.53,1.09,nan,nan,nan,0.59,0.98,14.65,7.83,0.9,8.96,8.9
design_1555,1.01,0.61,0.75,nan,nan,nan,0.5,0.81,14.54,7.76,0.91,6.22,6.03
design_1556,0.98,0.61,0.66,nan,nan,nan,0.48,0.76,15.51,8.26,0.9,18.62,12.64
design_1557,0.41,0.76,1.24,nan,nan,nan,0.55,0.96,14.95,7.93,0.91,10.69,10.34
design_1558,1.1,0.89,1.14,nan,nan,nan,0.62,1.08,15.43,8.22,0.9,22.52,16.6
design_1559,0.93,0.58,0.58,nan,nan,nan,0.46,0.7,15.56,8.21,0.91,26.42,18.18
design_1560,0.46,0.37,1.04,nan,nan,nan,0.47,0.72,2.71,2.25,0.91,0.82,1.14
design_1561,1.0,0.63,2.1,nan,nan,nan,0.73,1.46,13.99,7.78,0.89,26.63,15.14
design_1562,0.47,0.33,1.11,nan,nan,nan,0.48,0.76,2.65,2.23,0.91,1.2,1.59
design_1563,0.77,0.52,1.73,nan,nan,nan,0.64,1.19,14.7,8.06,0.9,15.28,10.25
design_1564,0.46,0.33,0.8,nan,nan,nan,0.44,0.59,2.87,2.34,0.91,1.18,1.43
design_1565,0.35,0.39,1.21,nan,nan,nan,0.5,0.8,2.61,2.22,0.91,1.01,1.39
design_1566,0.51,0.44,0.85,nan,nan,nan,0.44,0.65,3.56,2.68,0.9,0.72,0.75
design_1567,0.43,0.36,0.98,nan,nan,nan,0.46,0.68,2.55,2.17,0.91,1.3,1.65
design_1568,0.7,0.92,2.57,nan,nan,nan,0.91,1.84,15.89,8.75,0.89,27.47,14.95
design_1569,0.34,0.67,2.32,nan,nan,nan,0.82,1.62,4.38,3.33,0.89,1.19,1.9
design_1570,0.41,0.7,2.29,nan,nan,nan,0.81,1.6,5.58,3.96,0.88,1.43,2.04
design_1571,0.56,0.95,1.91,nan,nan,nan,0.74,1.41,13.79,7.59,0.89,34.52,14.14
design_1572,0.48,0.8,1.61,nan,nan,nan,0.66,1.19,4.44,3.34,0.88,0.98,1.49
design_1573,0.56,0.72,2.03,nan,nan,nan,0.76,1.45,7.75,4.95,0.87,1.99,1.84
design_1574,0.51,0.77,1.76,nan,nan,nan,0.71,1.28,4.13,3.16,0.89,0.91,1.47
design_1575,0.51,0.67,2.32,nan,nan,nan,0.83,1.63,4.59,3.44,0.88,1.18,1.89
design_1576,0.71,0.84,1.62,nan,nan,nan,0.67,1.24,15.17,8.36,0.89,27.19,19.54
design_1577,0.33,0.61,1.39,nan,nan,nan,0.58,1.01,3.89,3.02,0.89,1.16,1.51
design_1578,0.37,0.59,1.34,nan,nan,nan,0.58,0.98,3.73,2.93,0.9,0.83,1.18
design_1579,0.39,0.72,1.42,nan,nan,nan,0.59,1.05,5.37,3.72,0.89,1.2,1.36
design_1580,0.43,0.7,1.04,nan,nan,nan,0.54,0.82,4.84,3.51,0.88,1.37,1.16
design_1581,0.34,0.71,1.44,nan,nan,nan,0.61,1.05,3.65,2.87,0.9,0.99,1.24
design_1582,0.56,0.89,1.28,nan,nan,nan,0.58,1.02,13.13,7.43,0.89,33.87,14.48
design_1583,0.38,0.63,1.33,nan,nan,nan,0.57,0.97,3.59,2.83,0.9,0.9,1.29
design_1584,0.76,0.61,2.12,nan,nan,nan,0.7,1.38,10.81,6.1,0.89,4.16,3.62
design_1585,0.7,0.68,2.17,nan,nan,nan,0.71,1.4,10.04,5.76,0.88,3.23,3.38
design_1586,0.42,0.38,2.32,nan,nan,nan,0.69,1.41,4.72,3.23,0.89,1.55,1.48
design_1587,0.62,0.5,2.16,nan,nan,nan,0.68,1.36,4.43,3.05,0.9,1.75,2.7
design_1588,1.14,0.39,2.39,nan,nan,nan,0.8,1.58,2.78,2.36,0.91,1.23,1.82
design_1589,0.8,0.59,1.8,nan,nan,nan,0.65,1.21,11.46,6.42,0.9,25.03,26.9
design_1590,0.76,0.65,1.91,nan,nan,nan,0.65,1.27,12.34,6.88,0.89,3.32,2.94
design_1591,0.74,0.69,2.23,nan,nan,nan,0.71,1.44,15.58,8.55,0.89,28.94,13.45
design_1592,0.73,0.66,1.4,nan,nan,nan,0.58,1.04,4.8,3.39,0.89,1.8,2.2
design_1593,0.93,0.69,1.45,nan,nan,nan,0.62,1.13,3.35,2.71,0.9,1.49,1.74
design_1594,0.58,0.44,1.83,nan,nan,nan,0.65,1.24,4.54,3.29,0.89,1.68,2.23
design_1595,0.51,0.64,1.42,nan,nan,nan,0.57,1.01,3.63,2.77,0.9,0.71,1.12
design_1596,0.47,0.76,0.77,nan,nan,nan,0.45,0.68,3.4,2.67,0.9,0.64,0.84
design_1597,0.54,0.61,1.33,nan,nan,nan,0.55,0.96,3.37,2.69,0.9,0.66,1.03
design_1598,0.49,0.61,1.21,nan,nan,nan,0.51,0.88,3.38,2.69,0.9,0.8,1.1
design_1599,0.57,0.75,1.62,nan,nan,nan,0.61,1.16,8.08,4.95,0.88,1.32,1.46
design_1600,0.64,0.84,1.17,nan,nan,nan,0.53,0.94,3.5,2.77,0.9,0.97,1.25
design_1601,0.59,1.01,1.36,nan,nan,nan,0.58,1.07,3.32,2.67,0.9,1.2,1.6
design_1602,0.56,0.98,0.75,nan,nan,nan,0.47,0.77,2.99,2.47,0.91,0.68,0.83
design_1603,0.58,1.03,0.64,nan,nan,nan,0.47,0.75,3.27,2.61,0.9,0.76,0.89
design_1604,0.48,1.05,0.76,nan,nan,nan,0.48,0.78,3.27,2.66,0.9,0.9,1.17
design_1605,0.65,0.97,1.84,nan,nan,nan,0.68,1.33,16.32,8.8,0.89,29.07,14.13
design_1606,0.47,1.03,1.9,nan,nan,nan,0.68,1.35,3.89,2.88,0.9,2.09,2.6
design_1607,0.66,0.95,1.1,nan,nan,nan,0.53,0.94,5.22,3.59,0.89,0.92,1.1
design_1608,0.69,0.56,0.71,nan,nan,nan,0.48,0.67,3.49,2.65,0.91,5.28,2.77
design_1609,1.08,1.13,0.69,nan,nan,nan,0.56,0.92,14.84,7.93,0.9,7.53,4.49
design_1610,0.92,1.04,0.65,nan,nan,nan,0.53,0.83,11.75,6.51,0.89,8.27,4.9
design_1611,0.9,0.68,0.8,nan,nan,nan,0.51,0.8,15.97,8.51,0.9,15.32,11.51
design_1612,0.7,0.81,0.69,nan,nan,nan,0.49,0.72,15.83,8.38,0.91,11.79,10.43
design_1613,0.77,0.58,0.88,nan,nan,nan,0.51,0.79,14.19,7.67,0.9,3.86,2.77
design_1614,0.54,0.4,0.68,nan,nan,nan,0.47,0.59,15.9,8.47,0.91,22.17,18.96
design_1615,0.78,0.55,0.73,nan,nan,nan,0.47,0.71,15.43,8.25,0.9,7.64,4.08
design_1616,0.5,0.41,1.01,nan,nan,nan,0.49,0.74,3.74,2.86,0.9,1.05,1.46
design_1617,0.4,0.6,0.91,nan,nan,nan,0.47,0.7,3.79,2.85,0.9,0.93,1.26
design_1618,0.56,0.63,0.99,nan,nan,nan,0.51,0.78,4.51,3.21,0.89,1.74,1.77
design_1619,0.56,0.63,0.95,nan,nan,nan,0.5,0.76,3.86,2.92,0.9,1.76,1.71
design_1620,0.46,0.58,0.88,nan,nan,nan,0.48,0.69,3.57,2.72,0.9,0.77,1.06
design_1621,0.59,0.67,1.73,nan,nan,nan,0.65,1.21,14.61,7.99,0.89,17.93,12.21
design_1622,0.52,0.61,0.95,nan,nan,nan,0.5,0.75,3.35,2.64,0.9,0.74,1.07
design_1623,0.58,0.57,1.24,nan,nan,nan,0.55,0.91,10.6,6.06,0.89,3.16,1.82
design_1624,0.59,0.74,1.81,nan,nan,nan,0.61,1.11,12.97,7.31,0.89,9.95,9.6
design_1625,0.42,0.86,1.27,nan,nan,nan,0.55,0.87,13.59,7.54,0.89,6.21,5.24
design_1626,0.68,0.88,2.03,nan,nan,nan,0.67,1.26,14.62,8.17,0.88,18.57,9.4
design_1627,0.47,0.87,1.99,nan,nan,nan,0.63,1.2,15.02,8.27,0.89,12.53,11.35
design_1628,0.62,0.77,1.32,nan,nan,nan,0.57,0.91,13.8,7.7,0.89,2.54,2.54
design_1629,0.35,0.68,1.81,nan,nan,nan,0.58,1.06,14.62,8.1,0.89,16.74,17.68
design_1630,0.54,0.74,2.55,nan,nan,nan,0.7,1.45,12.11,6.87,0.88,13.47,8.64
design_1631,0.32,0.82,2.37,nan,nan,nan,0.68,1.35,15.06,8.27,0.88,20.31,10.21
design_1632,0.44,0.46,0.7,nan,nan,nan,0.44,0.58,3.27,2.78,0.89,0.88,0.99
design_1633,0.38,0.43,2.16,nan,nan,nan,0.76,1.49,3.48,2.88,0.89,1.0,1.72
design_1634,0.38,0.47,0.65,nan,nan,nan,0.43,0.54,3.22,2.58,0.9,1.38,0.93
design_1635,0.38,0.48,1.63,nan,nan,nan,0.63,1.15,5.36,3.83,0.88,1.76,1.71
design_1636,0.4,0.43,1.09,nan,nan,nan,0.51,0.8,3.6,3.07,0.89,0.99,1.12
design_1637,0.67,0.52,5.08,nan,nan,nan,1.6,3.47,16.88,9.18,0.89,19.07,11.3
design_1638,0.53,0.59,2.77,nan,nan,nan,0.95,1.92,15.24,8.7,0.87,7.01,6.44
design_1639,0.4,0.55,2.04,nan,nan,nan,0.74,1.42,3.72,2.99,0.89,1.35,1.81
design_1640,0.55,0.49,4.8,nan,nan,nan,1.18,2.73,14.15,7.88,0.88,30.14,20.0
design_1641,1.03,0.75,1.61,nan,nan,nan,0.64,1.18,13.79,7.58,0.89,6.27,3.78
design_1642,0.55,0.59,1.18,nan,nan,nan,0.48,0.81,11.95,6.64,0.89,9.55,5.17
design_1643,0.86,0.48,1.6,nan,nan,nan,0.59,1.07,12.85,7.21,0.88,8.93,6.39
design_1644,0.78,0.47,1.08,nan,nan,nan,0.52,0.81,13.84,7.52,0.9,20.79,10.9
design_1645,0.85,0.56,1.3,nan,nan,nan,0.53,0.95,11.87,6.61,0.89,5.8,3.03
design_1646,0.88,0.62,4.87,nan,nan,nan,1.22,2.81,14.86,8.21,0.89,19.99,10.65
design_1647,0.52,0.55,4.48,nan,nan,nan,1.1,2.55,14.94,8.29,0.88,10.74,7.56
design_1648,0.76,0.92,1.35,nan,nan,nan,0.56,1.01,13.8,7.68,0.89,10.74,9.08
design_1649,0.81,0.91,0.92,nan,nan,nan,0.51,0.88,12.9,7.2,0.89,29.85,19.09
design_1650,0.8,0.49,1.02,nan,nan,nan,0.5,0.79,4.12,3.0,0.9,1.04,1.21
design_1651,0.75,0.71,1.16,nan,nan,nan,0.51,0.87,12.36,6.97,0.89,22.62,30.38
design_1652,0.85,0.77,2.6,nan,nan,nan,0.73,1.53,14.14,7.8,0.89,12.38,10.89
design_1653,0.67,0.83,2.27,nan,nan,nan,0.68,1.35,15.37,8.31,0.9,21.01,10.03
design_1654,0.85,0.64,2.6,nan,nan,nan,0.73,1.52,3.79,2.81,0.9,1.34,1.8
design_1655,0.74,0.76,2.34,nan,nan,nan,0.66,1.39,14.13,7.8,0.9,28.43,18.84
design_1656,0.53,0.61,1.1,nan,nan,nan,0.51,0.79,14.35,7.75,0.91,5.29,2.5
design_1657,1.03,0.9,1.64,nan,nan,nan,0.68,1.25,14.95,8.04,0.91,16.1,11.67
design_1658,1.08,0.86,1.87,nan,nan,nan,0.73,1.36,13.44,7.3,0.9,8.9,4.89
design_1659,0.51,0.58,1.04,nan,nan,nan,0.51,0.76,12.95,7.07,0.91,4.89,3.11
design_1660,1.06,0.92,1.58,nan,nan,nan,0.68,1.23,14.23,7.64,0.91,15.23,10.64
design_1661,0.78,0.64,2.42,nan,nan,nan,0.78,1.54,13.71,7.54,0.9,5.48,7.13
design_1662,0.51,0.47,1.29,nan,nan,nan,0.51,0.86,5.0,3.36,0.89,9.68,7.81
design_1663,0.62,0.63,1.05,nan,nan,nan,0.5,0.8,12.84,7.1,0.89,10.16,4.97
design_1664,0.85,0.77,2.29,nan,nan,nan,0.72,1.39,13.81,7.76,0.88,13.9,8.26
design_1665,0.7,0.76,2.4,nan,nan,nan,0.73,1.41,13.61,7.63,0.88,11.82,7.4
design_1666,0.78,0.68,2.23,nan,nan,nan,0.69,1.33,13.96,7.82,0.88,10.28,5.83
design_1667,0.76,0.73,0.96,nan,nan,nan,0.53,0.81,13.34,7.45,0.88,13.87,7.05
design_1668,0.67,0.66,1.54,nan,nan,nan,0.58,0.99,14.09,7.89,0.88,15.81,9.6
design_1669,0.89,0.76,2.46,nan,nan,nan,0.75,1.48,14.14,7.9,0.88,12.83,6.65
design_1670,0.78,0.74,2.34,nan,nan,nan,0.74,1.39,14.2,7.92,0.88,11.25,6.21
design_1671,0.6,0.73,0.73,nan,nan,nan,0.49,0.68,14.26,8.0,0.87,15.25,9.48
design_1672,0.81,0.5,2.31,nan,nan,nan,0.72,1.48,11.04,6.27,0.88,40.74,23.88
design_1673,0.39,0.45,1.37,nan,nan,nan,0.53,0.88,12.45,6.79,0.9,5.26,3.22
design_1674,0.88,0.96,2.14,nan,nan,nan,0.72,1.47,14.39,7.79,0.91,8.11,7.18
design_1675,0.74,0.7,0.83,nan,nan,nan,0.47,0.76,15.64,8.46,0.9,11.25,9.22
design_1676,0.94,0.74,2.25,nan,nan,nan,0.74,1.5,13.48,7.41,0.89,5.55,3.19
design_1677,0.88,0.8,2.28,nan,nan,nan,0.75,1.51,14.66,7.88,0.9,19.27,11.65
design_1678,0.48,0.5,1.35,nan,nan,nan,0.53,0.89,5.93,3.82,0.89,9.85,7.88
design_1679,0.87,0.81,2.04,nan,nan,nan,0.7,1.38,14.6,7.89,0.9,17.98,9.0
design_1680,0.93,0.79,6.1,nan,nan,nan,1.92,4.18,16.19,8.87,0.89,17.18,15.13
design_1681,0.68,0.66,2.55,nan,nan,nan,0.89,1.8,4.31,3.27,0.89,1.54,1.77
design_1682,0.5,0.61,2.28,nan,nan,nan,0.82,1.6,4.1,3.18,0.89,1.09,1.74
design_1683,1.05,0.87,7.53,nan,nan,nan,2.34,5.15,17.95,9.53,0.9,30.09,15.94
design_1684,0.69,0.75,2.55,nan,nan,nan,0.9,1.81,4.57,3.41,0.89,1.13,1.6
design_1685,0.85,0.85,6.72,nan,nan,nan,2.09,4.59,17.51,9.52,0.88,28.46,14.03
design_1686,0.5,1.03,2.16,nan,nan,nan,0.8,1.58,15.0,8.35,0.89,9.62,7.62
design_1687,0.56,0.58,2.53,nan,nan,nan,0.88,1.76,3.96,3.06,0.89,1.11,1.67
design_1688,0.81,0.82,0.72,nan,nan,nan,0.49,0.77,15.44,8.25,0.9,9.41,6.93
design_1689,0.58,0.44,1.15,nan,nan,nan,0.54,0.89,13.69,7.45,0.89,25.77,17.83
design_1690,0.65,0.6,1.25,nan,nan,nan,0.59,0.99,13.91,7.63,0.89,16.27,13.1
design_1691,0.64,0.82,0.99,nan,nan,nan,0.51,0.87,15.06,8.11,0.9,9.39,7.77
design_1692,0.81,0.41,0.91,nan,nan,nan,0.5,0.79,13.95,7.56,0.89,19.91,17.48
design_1693,0.61,0.42,1.05,nan,nan,nan,0.52,0.83,13.9,7.55,0.89,3.98,3.36
design_1694,0.8,0.67,1.23,nan,nan,nan,0.59,1.02,14.21,7.71,0.9,5.55,4.46
design_1695,0.81,0.57,0.91,nan,nan,nan,0.51,0.82,14.66,8.0,0.89,11.97,10.75
design_1696,0.74,0.41,1.19,nan,nan,nan,0.56,0.94,14.01,7.52,0.9,19.94,20.15
design_1697,0.69,0.27,1.09,nan,nan,nan,0.53,0.86,14.87,8.02,0.89,15.2,14.48
design_1698,0.94,0.33,1.01,nan,nan,nan,0.56,0.88,14.66,7.96,0.9,17.39,11.84
design_1699,0.63,0.61,2.51,nan,nan,nan,0.92,1.83,15.14,8.08,0.9,23.71,17.05
design_1700,0.89,0.27,1.37,nan,nan,nan,0.63,1.08,4.83,3.56,0.88,26.33,15.94
design_1701,0.66,0.35,1.18,nan,nan,nan,0.57,0.92,15.32,8.33,0.88,21.32,20.35
design_1702,0.97,0.28,1.2,nan,nan,nan,0.58,1.0,15.05,8.09,0.9,19.11,15.06
design_1703,0.57,0.34,1.28,nan,nan,nan,0.58,0.97,14.87,8.09,0.89,14.89,14.13
design_1704,0.82,0.5,2.22,nan,nan,nan,0.71,1.43,10.26,5.84,0.89,8.83,5.94
design_1705,0.73,0.48,1.41,nan,nan,nan,0.57,0.97,12.64,6.91,0.9,7.91,3.35
design_1706,0.79,0.46,1.98,nan,nan,nan,0.66,1.29,12.7,6.98,0.9,6.58,3.02
design_1707,0.77,0.53,2.14,nan,nan,nan,0.69,1.38,5.79,3.71,0.89,11.29,8.34
design_1708,0.82,0.61,2.19,nan,nan,nan,0.7,1.42,5.61,3.64,0.89,11.57,8.42
design_1709,0.78,0.55,2.17,nan,nan,nan,0.69,1.4,5.96,3.81,0.89,11.4,8.41
design_1710,0.93,0.57,2.11,nan,nan,nan,0.69,1.4,6.81,4.19,0.88,11.87,8.49
design_1711,0.81,0.42,2.11,nan,nan,nan,0.69,1.36,13.15,7.23,0.9,5.84,3.35
design_1712,0.42,0.54,0.63,nan,nan,nan,0.41,0.53,3.42,2.56,0.91,0.97,1.32
design_1713,0.4,0.59,0.55,nan,nan,nan,0.41,0.51,2.88,2.32,0.91,0.7,0.82
design_1714,0.39,0.49,0.43,nan,nan,nan,0.39,0.43,2.85,2.3,0.91,0.58,0.67
design_1715,0.38,0.57,0.48,nan,nan,nan,0.41,0.48,2.88,2.33,0.91,0.67,0.75
design_1716,0.71,0.87,0.97,nan,nan,nan,0.52,0.85,14.57,7.92,0.9,17.98,21.25
design_1717,0.4,0.5,0.55,nan,nan,nan,0.41,0.48,3.44,2.55,0.91,0.98,1.21
design_1718,0.4,0.48,0.64,nan,nan,nan,0.42,0.51,3.41,2.55,0.91,1.12,1.47
design_1719,0.47,0.45,0.67,nan,nan,nan,0.43,0.54,3.78,2.73,0.91,1.23,1.6
design_1720,0.38,0.49,1.32,nan,nan,nan,0.57,0.97,3.44,2.83,0.89,1.09,1.31
design_1721,0.53,0.6,2.36,nan,nan,nan,0.85,1.68,4.17,3.26,0.88,1.4,1.62
design_1722,0.31,0.56,1.75,nan,nan,nan,0.68,1.25,4.22,3.37,0.88,1.35,1.51
design_1723,0.57,0.68,4.97,nan,nan,nan,1.63,3.47,18.61,10.03,0.89,35.88,19.09
design_1724,0.54,0.81,2.1,nan,nan,nan,0.8,1.54,14.87,8.22,0.89,13.57,11.33
design_1725,0.46,0.46,1.17,nan,nan,nan,0.54,0.88,4.63,3.45,0.88,1.37,1.32
design_1726,0.48,0.55,1.53,nan,nan,nan,0.64,1.12,5.44,3.89,0.88,1.57,1.56
design_1727,0.37,0.52,1.38,nan,nan,nan,0.58,1.01,6.83,4.47,0.88,1.63,1.67
design_1728,0.75,0.66,1.53,nan,nan,nan,0.54,1.04,12.7,7.04,0.9,29.72,19.81
design_1729,0.53,0.51,1.55,nan,nan,nan,0.53,0.97,13.14,7.2,0.9,21.2,20.56
design_1730,0.72,0.43,1.57,nan,nan,nan,0.53,1.01,11.16,6.3,0.89,3.07,3.02
design_1731,0.72,0.67,1.6,nan,nan,nan,0.55,1.07,12.73,7.16,0.89,28.04,20.24
design_1732,0.72,0.48,1.48,nan,nan,nan,0.53,0.98,13.83,7.5,0.9,2.59,1.9
design_1733,0.78,0.45,1.54,nan,nan,nan,0.54,1.02,12.96,7.09,0.9,4.17,3.38
design_1734,0.87,0.35,2.22,nan,nan,nan,0.66,1.37,2.97,2.38,0.91,3.78,3.8
design_1735,0.57,0.38,1.89,nan,nan,nan,0.59,1.13,3.48,2.56,0.91,2.96,3.06
design_1736,0.39,0.75,1.8,nan,nan,nan,0.69,1.29,6.13,4.11,0.88,1.87,1.79
design_1737,0.42,0.69,2.29,nan,nan,nan,0.8,1.6,5.2,3.71,0.88,1.12,1.76
design_1738,0.47,0.78,2.92,nan,nan,nan,0.98,2.03,3.87,3.12,0.89,1.27,2.08
design_1739,0.58,1.12,3.1,nan,nan,nan,1.06,2.2,12.51,7.12,0.88,33.51,15.65
design_1740,0.44,0.7,2.31,nan,nan,nan,0.81,1.62,4.88,3.52,0.89,1.17,1.98
design_1741,0.42,0.63,2.02,nan,nan,nan,0.74,1.42,4.37,3.32,0.89,1.19,1.82
design_1742,0.43,0.94,1.98,nan,nan,nan,0.75,1.44,15.48,8.49,0.89,13.57,11.79
design_1743,0.44,0.79,1.89,nan,nan,nan,0.71,1.36,4.76,3.47,0.89,1.17,1.78
design_1744,0.77,0.78,2.86,nan,nan,nan,0.87,1.8,14.67,8.14,0.89,19.1,10.01
design_1745,0.66,0.79,2.22,nan,nan,nan,0.74,1.43,12.35,6.9,0.89,7.6,4.46
design_1746,0.43,0.65,1.83,nan,nan,nan,0.64,1.17,14.39,7.86,0.9,20.03,9.78
design_1747,0.43,0.84,2.25,nan,nan,nan,0.73,1.43,12.35,6.86,0.89,7.77,4.18
design_1748,0.62,0.84,2.49,nan,nan,nan,0.79,1.59,14.87,8.22,0.89,3.55,4.05
design_1749,0.54,0.71,1.99,nan,nan,nan,0.7,1.28,11.97,6.69,0.89,10.89,6.55
design_1750,0.75,0.9,2.52,nan,nan,nan,0.8,1.63,14.12,7.8,0.9,7.43,6.72
design_1751,0.74,0.67,2.75,nan,nan,nan,0.83,1.72,4.91,3.55,0.88,12.04,10.08
design_1752,0.33,0.4,0.89,nan,nan,nan,0.43,0.65,4.56,3.39,0.88,0.9,1.05
design_1753,0.42,0.31,1.09,nan,nan,nan,0.46,0.77,3.81,2.85,0.9,1.2,1.73
design_1754,0.25,0.4,1.16,nan,nan,nan,0.51,0.8,3.81,2.86,0.9,1.25,1.78
design_1755,0.38,0.47,1.21,nan,nan,nan,0.51,0.86,3.67,2.85,0.9,1.5,2.18
design_1756,0.29,0.35,1.06,nan,nan,nan,0.46,0.74,3.5,2.67,0.9,0.99,1.46
design_1757,1.05,0.7,1.01,nan,nan,nan,0.54,0.95,3.78,2.88,0.89,1.19,1.78
design_1758,0.47,0.39,1.19,nan,nan,nan,0.49,0.85,3.9,2.93,0.9,1.19,1.78
design_1759,0.62,0.48,1.83,nan,nan,nan,0.66,1.28,12.93,7.47,0.87,12.02,5.94
design_1760,0.59,0.82,2.26,nan,nan,nan,0.63,1.33,15.28,8.25,0.9,8.76,7.93
design_1761,0.61,0.79,1.21,nan,nan,nan,0.52,0.87,14.28,7.99,0.88,17.78,11.64
design_1762,0.73,0.64,1.88,nan,nan,nan,0.61,1.15,14.88,8.26,0.88,20.28,15.19
design_1763,0.54,0.79,1.36,nan,nan,nan,0.55,0.91,14.94,8.29,0.89,24.75,18.09
design_1764,0.91,0.9,2.24,nan,nan,nan,0.69,1.41,14.67,8.14,0.89,9.87,7.92
design_1765,0.73,0.69,1.53,nan,nan,nan,0.57,1.01,13.92,7.76,0.88,19.65,12.68
design_1766,0.66,0.7,2.31,nan,nan,nan,0.67,1.35,14.11,7.9,0.88,17.14,11.22
design_1767,0.96,0.9,2.22,nan,nan,nan,0.74,1.41,13.64,7.68,0.87,13.64,7.74
design_1768,0.67,0.65,2.19,nan,nan,nan,0.64,1.28,14.53,8.09,0.89,14.97,10.11
design_1769,0.54,0.49,2.15,nan,nan,nan,0.62,1.22,13.28,7.37,0.89,20.18,13.68
design_1770,0.62,0.67,2.12,nan,nan,nan,0.65,1.24,14.24,7.96,0.88,18.71,11.26
design_1771,0.54,0.6,2.16,nan,nan,nan,0.63,1.24,14.62,8.11,0.89,13.52,8.12
design_1772,0.67,0.34,2.13,nan,nan,nan,0.63,1.22,14.07,7.87,0.88,12.76,12.81
design_1773,0.66,0.55,2.18,nan,nan,nan,0.62,1.26,15.19,8.36,0.89,17.51,10.83
design_1774,0.56,0.6,1.42,nan,nan,nan,0.56,0.9,14.18,7.98,0.87,21.82,12.07
design_1775,0.75,0.53,2.07,nan,nan,nan,0.65,1.23,14.87,8.23,0.88,25.03,14.65
design_1776,0.36,0.47,0.9,nan,nan,nan,0.46,0.65,3.57,2.76,0.9,1.08,1.07
design_1777,0.38,0.43,0.72,nan,nan,nan,0.42,0.55,3.96,2.96,0.9,1.08,1.28
design_1778,0.36,0.39,0.86,nan,nan,nan,0.44,0.61,2.63,2.22,0.91,1.35,1.53
design_1779,0.8,0.66,2.53,nan,nan,nan,0.8,1.67,13.33,7.4,0.9,29.02,18.43
design_1780,0.41,0.45,0.69,nan,nan,nan,0.42,0.54,2.98,2.41,0.91,1.24,1.31
design_1781,0.55,0.74,1.2,nan,nan,nan,0.51,0.9,13.49,7.44,0.9,30.24,18.25
design_1782,0.36,0.48,0.73,nan,nan,nan,0.43,0.56,2.86,2.35,0.91,1.19,1.33
design_1783,0.45,0.44,0.76,nan,nan,nan,0.43,0.59,3.04,2.4,0.91,1.23,0.87
design_1784,0.67,0.61,1.28,nan,nan,nan,0.53,0.87,13.13,7.27,0.9,23.63,27.11
design_1785,0.5,0.92,2.4,nan,nan,nan,0.69,1.4,11.64,6.45,0.9,30.31,18.88
