tag,framework_aligned_H1_rmsd,framework_aligned_H2_rmsd,framework_aligned_H3_rmsd,framework_aligned_L1_rmsd,framework_aligned_L2_rmsd,framework_aligned_L3_rmsd,framework_aligned_antibody_rmsd,framework_aligned_cdr_rmsd,interaction_pae,pae,pred_lddt,target_aligned_antibody_rmsd,target_aligned_cdr_rmsd
design_1536,0.99,1.79,2.82,2.16,0.83,3.02,1.4,2.34,14.63,8.81,0.82,30.18,22.01
design_1537,1.08,1.31,3.87,2.13,0.78,2.91,1.5,2.63,15.55,9.12,0.83,30.99,22.75
design_1538,0.94,1.22,4.51,1.92,0.77,4.14,1.64,3.2,12.29,7.66,0.84,25.53,20.19
design_1539,0.97,1.83,2.69,2.24,1.08,3.23,1.42,2.39,17.77,10.16,0.83,12.44,10.2
design_1540,1.02,2.06,3.02,2.67,1.36,3.58,1.61,2.7,13.95,8.52,0.82,27.69,19.99
design_1541,0.97,1.64,3.01,2.52,1.17,3.33,1.49,2.55,12.58,7.94,0.82,28.13,20.21
design_1542,0.96,1.76,2.01,2.18,0.81,3.0,1.32,2.11,15.69,9.27,0.82,27.98,19.95
design_1543,1.15,1.72,1.38,2.27,1.28,3.14,1.34,2.09,13.41,8.3,0.82,12.17,8.92
design_1544,1.15,1.68,1.72,1.83,0.88,2.37,1.18,1.76,17.18,9.7,0.86,30.72,22.29
design_1545,1.26,1.92,1.79,2.12,0.97,2.82,1.35,2.02,17.98,9.97,0.86,24.99,22.26
design_1546,1.19,1.62,2.18,2.06,0.97,4.06,1.46,2.49,16.79,9.57,0.85,33.55,26.42
design_1547,0.92,1.6,1.49,1.94,0.95,2.89,1.22,1.9,16.93,9.62,0.86,22.85,17.23
design_1548,1.17,1.79,1.84,1.87,1.01,3.07,1.3,2.06,16.44,9.42,0.85,32.71,24.17
design_1549,1.24,1.77,1.6,2.17,1.01,3.2,1.37,2.12,16.96,9.64,0.85,18.34,14.08
design_1550,0.99,1.54,2.1,1.82,0.85,4.15,1.35,2.46,16.76,9.59,0.85,27.32,20.01
design_1551,1.0,1.55,1.88,1.76,0.85,4.01,1.35,2.37,17.16,9.79,0.85,24.22,18.25
design_1552,9.95,22.65,8.25,26.89,13.3,24.0,15.25,19.78,11.4,7.58,0.82,20.45,18.05
design_1553,8.31,23.57,9.98,27.08,13.57,24.85,15.41,20.26,16.11,9.53,0.83,17.24,15.44
design_1554,7.86,22.28,9.19,26.67,12.91,28.07,15.56,20.97,15.95,9.61,0.82,15.1,15.7
design_1555,8.16,23.36,7.8,26.83,13.39,24.36,15.28,19.85,16.12,9.58,0.84,17.12,17.56
design_1556,9.69,22.93,8.2,26.74,13.16,24.33,15.28,19.86,12.76,8.18,0.82,25.18,20.76
design_1557,9.56,23.39,8.16,26.83,13.35,24.63,15.34,20.06,15.98,9.52,0.83,18.07,15.43
design_1558,8.23,23.77,9.88,27.11,13.72,24.78,15.42,20.28,13.9,8.54,0.83,16.71,15.24
design_1559,9.16,22.18,7.49,26.7,12.72,23.94,15.18,19.49,13.54,8.51,0.82,20.45,18.01
design_1560,0.91,2.27,2.73,2.24,0.91,1.88,1.24,1.94,17.36,9.64,0.87,29.11,23.3
design_1561,0.82,2.26,1.67,1.66,1.15,2.18,1.12,1.7,12.99,7.74,0.86,25.85,20.81
design_1562,0.8,2.22,2.2,1.89,0.78,2.07,1.17,1.77,14.28,8.37,0.86,26.3,21.03
design_1563,0.93,2.81,3.0,1.96,1.04,2.05,1.36,2.09,18.16,9.94,0.87,37.34,29.19
design_1564,1.11,2.23,2.09,1.93,1.02,2.08,1.27,1.81,16.78,9.23,0.87,31.62,23.31
design_1565,1.01,2.47,2.83,1.96,0.88,1.98,1.27,1.97,16.09,9.01,0.87,21.95,16.63
design_1566,1.07,2.68,2.04,1.85,1.21,1.93,1.28,1.86,14.12,8.2,0.86,27.1,21.59
design_1567,0.88,2.11,2.34,1.75,0.68,2.1,1.16,1.76,16.72,9.26,0.87,25.16,20.19
design_1568,0.85,2.18,2.52,1.8,0.65,7.48,2.06,4.25,17.35,10.0,0.84,15.78,11.41
design_1569,0.84,2.35,2.08,1.59,0.62,6.37,1.82,3.66,17.45,10.0,0.85,24.54,18.94
design_1570,0.92,2.46,2.96,1.57,0.57,7.59,2.12,4.35,16.38,9.47,0.84,21.52,17.09
design_1571,1.01,1.92,1.96,1.49,1.0,6.25,1.76,3.57,15.92,9.39,0.83,17.3,13.66
design_1572,0.77,2.3,1.35,1.71,0.71,3.67,1.28,2.32,17.85,10.26,0.84,18.97,15.81
design_1573,0.9,2.62,3.07,1.64,0.83,7.81,2.2,4.5,11.59,7.47,0.84,15.68,15.06
design_1574,0.92,2.16,2.41,1.6,0.66,6.58,1.85,3.78,17.69,10.07,0.85,10.85,8.58
design_1575,0.88,2.31,2.44,1.54,0.58,6.67,1.88,3.83,17.72,10.11,0.84,16.76,13.24
design_1576,1.36,1.99,1.37,2.01,1.12,2.4,1.35,1.78,8.07,5.96,0.84,6.95,4.05
design_1577,1.24,1.64,4.28,1.9,0.95,6.83,2.04,3.94,14.23,8.55,0.83,8.52,6.22
design_1578,1.24,1.65,2.76,2.04,0.85,3.45,1.47,2.37,14.31,8.7,0.83,16.9,10.19
design_1579,1.09,1.96,5.78,1.79,0.9,6.6,2.18,4.32,12.44,7.84,0.83,10.07,6.69
design_1580,1.28,1.86,3.39,2.15,1.27,2.36,1.52,2.36,15.42,8.94,0.84,18.48,14.15
design_1581,1.27,1.76,1.19,1.99,0.92,2.28,1.26,1.66,8.2,6.03,0.84,3.17,2.34
design_1582,1.19,2.04,7.24,2.07,1.37,6.99,2.5,4.99,11.91,7.54,0.83,11.1,7.41
design_1583,1.29,1.75,1.22,2.22,1.13,3.39,1.43,2.07,8.99,6.33,0.85,4.84,3.92
design_1584,1.04,1.66,3.35,2.19,1.0,3.03,1.34,2.31,8.65,6.06,0.84,2.91,2.76
design_1585,1.25,2.08,3.35,2.29,0.77,2.59,1.37,2.27,9.73,6.42,0.85,3.93,3.27
design_1586,0.82,2.03,0.94,2.25,1.02,5.5,1.55,2.89,5.47,4.57,0.86,5.63,4.87
design_1587,1.09,1.99,3.51,2.6,1.13,2.2,1.45,2.27,9.85,6.51,0.84,3.33,3.6
design_1588,1.03,1.78,3.36,2.15,0.89,2.51,1.3,2.18,11.69,7.35,0.85,5.05,3.89
design_1589,1.14,1.93,3.44,2.35,1.05,2.1,1.38,2.18,10.71,6.84,0.85,4.34,3.56
design_1590,0.91,1.93,3.33,2.1,0.77,4.78,1.52,2.87,11.96,7.4,0.85,8.18,5.88
design_1591,1.08,2.02,3.53,2.47,1.13,2.14,1.41,2.24,11.57,7.2,0.84,4.97,4.71
design_1592,1.21,2.08,4.18,1.89,0.62,1.56,1.5,2.57,15.35,8.91,0.84,16.24,10.42
design_1593,1.24,1.94,4.04,1.68,0.76,2.29,1.45,2.57,15.76,9.21,0.84,16.94,12.04
design_1594,1.3,2.1,4.01,1.2,0.69,1.5,1.41,2.43,14.39,8.39,0.83,9.84,6.67
design_1595,1.13,1.73,2.09,1.56,1.25,2.83,1.23,1.93,14.11,8.5,0.84,15.67,10.78
design_1596,1.54,1.89,1.13,1.5,1.08,4.42,1.32,2.23,8.15,5.75,0.85,5.85,3.7
design_1597,0.9,1.53,4.82,1.53,0.57,2.55,1.54,2.89,16.6,9.38,0.85,27.65,20.61
design_1598,1.33,1.79,1.23,1.69,1.16,4.48,1.36,2.26,6.35,5.03,0.85,5.27,3.29
design_1599,1.37,2.01,3.69,1.46,0.7,1.56,1.38,2.32,13.68,8.07,0.83,16.56,11.47
design_1600,1.47,1.54,0.75,2.42,0.99,0.92,1.14,1.49,16.19,8.65,0.89,31.91,23.39
design_1601,1.15,1.65,0.91,2.32,0.85,0.97,1.09,1.43,15.46,8.31,0.89,22.42,17.93
design_1602,1.32,2.12,1.48,2.53,1.19,1.04,1.22,1.73,15.47,8.41,0.88,27.12,18.88
design_1603,1.04,1.88,2.18,2.33,1.41,0.99,1.25,1.75,16.56,8.85,0.89,16.11,13.85
design_1604,1.35,1.74,0.95,2.05,0.92,0.98,1.14,1.42,15.91,8.51,0.89,22.07,16.35
design_1605,1.19,1.91,1.42,2.15,1.02,0.98,1.16,1.53,16.12,8.65,0.89,26.2,19.47
design_1606,1.39,2.17,0.86,2.24,0.88,0.98,1.25,1.55,16.49,8.76,0.89,25.08,18.9
design_1607,1.46,1.96,0.83,2.08,1.1,0.99,1.18,1.5,16.22,8.57,0.9,18.12,14.76
design_1608,1.1,2.51,1.65,2.04,1.14,8.74,2.27,4.68,16.31,9.13,0.86,34.76,24.82
design_1609,1.13,2.6,1.53,2.18,0.95,8.35,2.21,4.5,17.29,9.63,0.86,23.22,17.24
design_1610,1.05,2.64,1.67,1.96,1.06,8.37,2.2,4.5,16.4,9.32,0.85,28.63,20.74
design_1611,1.39,2.83,1.77,2.36,1.31,8.86,2.36,4.81,14.65,8.3,0.86,24.54,16.21
design_1612,1.22,3.17,2.03,2.33,0.97,7.63,2.19,4.26,18.12,9.87,0.87,22.89,19.63
design_1613,1.21,2.48,1.38,2.01,1.23,8.53,2.23,4.56,15.35,8.74,0.86,28.07,20.6
design_1614,1.13,2.45,1.4,1.99,0.96,8.16,2.15,4.38,16.62,9.39,0.86,20.17,15.19
design_1615,1.03,2.67,1.61,2.15,0.97,8.29,2.21,4.47,17.22,9.66,0.86,22.37,17.09
design_1616,1.1,2.47,3.79,2.21,0.87,3.92,1.67,2.95,14.75,8.74,0.83,34.13,25.52
design_1617,0.99,2.44,3.5,2.2,1.01,4.1,1.65,2.93,15.8,9.17,0.83,23.07,17.93
design_1618,0.92,2.09,4.2,2.24,0.76,3.29,1.62,2.84,12.83,7.88,0.84,13.12,10.26
design_1619,1.31,2.14,3.52,1.98,0.71,5.14,1.7,3.27,15.81,9.24,0.84,11.84,9.3
design_1620,1.31,2.47,3.5,2.37,0.87,3.63,1.6,2.8,16.95,9.67,0.84,27.97,21.16
design_1621,1.16,2.37,4.15,2.34,1.15,3.35,1.66,2.9,15.65,9.18,0.83,16.09,12.4
design_1622,1.17,2.49,3.4,2.53,1.28,2.74,1.58,2.55,16.0,9.08,0.85,12.69,9.64
design_1623,1.17,2.39,3.76,2.21,1.17,3.36,1.57,2.77,17.83,10.08,0.84,15.6,13.03
design_1624,1.05,1.53,0.72,1.78,1.15,7.21,1.86,3.7,10.0,6.02,0.87,25.57,19.63
design_1625,1.2,1.85,2.07,1.55,1.18,7.19,1.9,3.77,16.39,8.76,0.89,25.04,20.18
design_1626,1.22,1.89,0.87,2.21,1.16,7.13,1.91,3.74,13.75,7.61,0.88,23.04,17.89
design_1627,1.3,1.75,1.95,1.46,1.07,3.34,1.25,2.1,18.43,10.19,0.86,10.73,9.1
design_1628,1.1,1.69,1.54,1.57,1.03,6.39,1.74,3.35,16.33,9.22,0.86,22.76,17.52
design_1629,1.13,1.43,4.22,1.62,1.25,3.55,1.46,2.59,16.65,9.5,0.86,16.46,14.3
design_1630,0.81,1.39,1.09,1.56,0.9,7.12,1.78,3.62,7.96,5.25,0.87,25.41,19.79
design_1631,0.94,1.43,1.0,1.62,1.25,7.22,1.84,3.69,13.55,7.58,0.88,19.18,13.26
design_1632,1.32,2.33,1.38,3.12,0.83,1.05,1.34,1.88,10.63,6.25,0.88,14.26,9.91
design_1633,1.28,2.14,1.28,3.22,1.18,1.19,1.38,1.9,14.14,7.7,0.88,30.61,20.81
design_1634,1.34,2.42,1.28,3.26,1.67,1.45,1.42,2.04,11.91,6.84,0.88,10.69,8.58
design_1635,1.59,2.42,1.25,2.98,0.95,1.06,1.4,1.88,13.71,7.5,0.88,33.99,22.74
design_1636,1.49,2.41,1.08,3.25,1.01,1.18,1.42,1.94,14.03,7.63,0.89,27.47,18.22
design_1637,1.35,2.66,1.18,3.4,1.12,1.24,1.47,2.04,15.85,8.43,0.89,42.76,31.52
design_1638,1.63,2.58,1.35,3.36,1.36,1.48,1.49,2.11,12.84,7.18,0.88,14.7,11.5
design_1639,0.99,2.37,2.39,2.81,1.16,1.09,1.37,2.0,13.34,7.43,0.88,5.75,4.36
design_1640,0.87,1.41,0.57,1.61,0.88,5.6,1.61,3.2,12.34,7.79,0.84,29.21,22.66
design_1641,0.81,1.71,0.6,1.56,0.89,6.19,1.78,3.52,17.65,10.04,0.85,21.44,20.08
design_1642,0.87,1.38,0.58,1.66,0.84,5.66,1.63,3.23,15.78,9.23,0.84,29.16,22.65
design_1643,0.81,1.66,0.51,1.7,0.96,5.63,1.65,3.24,17.65,9.97,0.85,17.32,11.12
design_1644,0.94,1.4,0.55,2.11,1.0,5.82,1.67,3.36,15.92,9.34,0.84,31.02,24.43
design_1645,0.8,1.64,0.47,1.7,0.8,5.67,1.65,3.24,16.78,9.62,0.85,28.97,21.56
design_1646,0.71,1.42,0.58,1.52,0.82,5.85,1.66,3.31,17.58,10.0,0.85,22.98,16.6
design_1647,0.91,1.38,0.58,2.01,0.84,5.74,1.66,3.3,15.15,9.0,0.84,29.16,22.31
design_1648,1.69,2.26,2.3,2.11,1.97,1.83,1.51,2.03,12.4,7.7,0.84,11.71,7.3
design_1649,1.1,2.05,0.99,1.73,0.97,7.1,1.85,3.61,14.34,7.76,0.88,13.27,9.73
design_1650,1.1,2.18,1.05,1.77,0.91,7.22,1.89,3.67,14.07,7.68,0.88,7.99,6.01
design_1651,1.31,1.98,0.91,1.7,1.33,6.38,1.73,3.3,13.49,7.9,0.85,8.92,6.99
design_1652,1.22,2.26,3.15,1.8,1.05,5.76,1.76,3.31,16.4,9.15,0.86,31.44,23.35
design_1653,1.17,2.14,0.94,1.65,1.06,7.11,1.83,3.62,15.38,8.36,0.88,13.58,10.05
design_1654,1.22,2.35,1.71,1.85,1.13,7.09,1.92,3.7,14.41,7.8,0.89,14.57,9.14
design_1655,1.37,2.2,1.28,1.74,1.59,6.51,1.85,3.42,12.23,7.24,0.86,13.42,7.7
design_1656,1.34,1.76,2.4,2.4,1.57,2.19,1.34,2.03,14.97,8.45,0.86,15.42,11.85
design_1657,1.16,1.67,1.39,2.34,1.23,2.47,1.26,1.77,14.22,7.99,0.87,7.79,6.45
design_1658,1.36,1.66,2.15,2.39,1.31,2.1,1.29,1.91,14.92,8.42,0.86,11.13,9.44
design_1659,1.21,1.7,1.47,2.29,0.99,2.16,1.23,1.7,13.1,7.6,0.87,8.68,7.26
design_1660,1.38,1.73,2.38,2.32,1.47,2.09,1.34,1.99,15.65,8.66,0.86,38.12,26.85
design_1661,1.16,1.1,2.3,1.9,1.2,2.07,1.12,1.76,13.94,8.05,0.86,17.84,13.93
design_1662,1.34,1.53,1.05,2.15,1.65,2.12,1.25,1.66,9.1,5.9,0.86,7.74,7.52
design_1663,1.27,1.78,1.52,2.44,1.29,2.47,1.32,1.85,10.2,6.35,0.86,7.43,5.53
design_1664,1.25,1.57,4.52,1.65,1.21,3.43,1.47,2.7,13.97,8.3,0.85,26.91,20.55
design_1665,0.8,1.77,2.04,2.39,1.01,6.16,1.7,3.33,16.44,9.35,0.85,26.19,19.15
design_1666,0.96,2.08,3.81,2.4,0.96,6.13,1.82,3.59,17.33,9.68,0.86,17.48,13.39
design_1667,0.96,1.74,4.46,1.76,1.33,2.26,1.42,2.4,17.19,9.71,0.85,18.76,12.92
design_1668,1.11,2.22,1.69,1.68,1.24,6.47,1.76,3.43,19.18,10.43,0.87,25.3,24.31
design_1669,1.02,1.91,3.79,1.75,1.0,5.71,1.73,3.35,17.08,9.47,0.87,22.13,16.93
design_1670,1.04,1.83,1.75,1.73,1.17,2.78,1.22,1.9,17.81,9.97,0.86,27.17,22.34
design_1671,1.16,2.22,1.62,1.83,1.2,7.73,2.01,4.0,13.53,7.51,0.88,34.89,27.49
design_1672,1.24,1.2,2.76,1.9,1.05,2.54,1.24,1.93,15.05,8.66,0.86,6.98,6.26
design_1673,1.11,1.16,1.6,1.88,1.05,3.91,1.31,2.16,12.47,7.57,0.85,4.54,3.57
design_1674,1.49,1.15,2.78,1.98,1.05,2.89,1.32,2.07,16.3,9.17,0.86,14.0,9.77
design_1675,0.99,1.0,2.16,1.85,1.24,3.08,1.22,1.94,11.56,7.2,0.85,2.24,2.64
design_1676,1.14,1.14,2.48,1.81,1.0,3.7,1.32,2.19,12.7,7.64,0.85,4.61,3.97
design_1677,1.12,0.9,4.83,1.66,0.9,4.8,1.52,3.01,12.18,7.33,0.86,9.5,6.21
design_1678,1.29,1.17,2.32,1.8,0.95,3.36,1.29,2.06,12.88,7.74,0.85,4.28,3.5
design_1679,1.21,1.13,2.32,1.92,1.09,2.81,1.25,1.91,12.48,7.61,0.85,2.51,2.89
design_1680,2.07,2.98,2.16,2.6,1.63,2.65,1.49,2.37,14.26,8.24,0.85,28.62,21.5
design_1681,2.15,3.22,2.2,2.66,1.3,2.01,1.54,2.31,17.94,9.8,0.86,21.45,14.6
design_1682,1.99,2.94,2.39,2.23,1.26,2.08,1.38,2.22,17.41,9.61,0.87,32.34,24.45
design_1683,1.97,2.79,2.43,2.38,1.55,2.39,1.42,2.3,14.35,8.15,0.86,28.71,21.89
design_1684,2.03,2.79,2.72,2.2,1.49,2.12,1.4,2.31,15.92,8.91,0.86,28.31,21.53
design_1685,2.06,2.92,2.42,2.41,1.23,1.82,1.44,2.23,18.27,9.98,0.86,25.22,19.62
design_1686,2.13,3.03,2.56,2.32,1.32,2.49,1.47,2.39,15.82,8.93,0.85,24.12,18.67
design_1687,1.89,2.98,2.68,2.43,1.65,1.95,1.46,2.34,14.22,8.21,0.86,28.99,22.23
design_1688,1.37,2.07,1.55,1.86,1.02,2.42,1.29,1.8,17.13,9.48,0.86,34.77,25.22
design_1689,1.19,1.95,1.59,1.85,0.99,2.86,1.25,1.89,11.73,7.16,0.85,5.02,4.27
design_1690,1.22,1.77,1.72,1.71,0.96,2.61,1.18,1.8,8.7,5.95,0.85,4.53,4.3
design_1691,1.51,2.52,2.1,1.98,0.93,2.21,1.4,1.97,16.47,9.12,0.85,22.39,13.81
design_1692,1.31,2.1,1.88,1.83,1.19,2.73,1.33,1.96,6.29,4.92,0.86,5.99,4.44
design_1693,1.17,2.0,1.6,1.84,1.03,2.24,1.21,1.73,14.27,8.27,0.86,4.69,3.29
design_1694,1.19,2.0,2.76,2.18,0.86,2.63,1.42,2.16,16.15,9.08,0.86,23.59,17.44
design_1695,1.25,1.9,1.5,1.59,1.12,2.12,1.15,1.64,9.51,6.31,0.85,3.15,2.14
design_1696,1.08,2.56,3.69,2.16,1.95,2.55,1.48,2.63,15.17,8.61,0.85,14.59,12.33
design_1697,1.27,3.02,3.87,2.28,1.55,2.56,1.67,2.75,14.87,8.21,0.87,14.31,11.13
design_1698,1.21,2.14,4.48,1.72,1.2,2.37,1.5,2.76,14.92,8.39,0.87,24.52,16.48
design_1699,1.09,2.53,3.74,2.15,2.36,2.67,1.51,2.71,16.12,8.89,0.86,15.43,13.26
design_1700,1.12,2.59,3.5,1.78,1.02,2.44,1.38,2.43,12.59,7.66,0.84,12.62,10.84
design_1701,1.07,2.36,4.39,1.86,1.32,2.32,1.53,2.75,15.51,8.74,0.86,11.13,8.4
design_1702,1.16,2.1,3.31,1.58,1.0,2.51,1.28,2.3,16.77,9.47,0.85,16.29,11.67
design_1703,1.15,2.68,3.04,2.15,1.36,2.49,1.38,2.36,17.22,9.73,0.85,29.77,22.9
design_1704,1.51,1.94,1.02,2.44,1.27,2.34,1.3,1.92,17.18,9.62,0.86,25.95,20.8
design_1705,1.34,1.8,1.69,1.95,1.13,5.9,1.64,3.32,16.9,9.59,0.85,28.15,22.0
design_1706,1.23,1.51,1.64,1.98,1.14,5.53,1.56,3.12,17.6,9.92,0.86,29.35,23.02
design_1707,1.22,1.73,1.74,2.07,1.29,6.15,1.71,3.45,15.14,8.74,0.86,27.47,21.91
design_1708,1.36,1.63,1.69,2.25,1.22,2.5,1.23,1.93,16.67,9.43,0.85,27.74,22.43
design_1709,0.98,1.83,0.68,2.14,1.09,5.61,1.61,3.14,17.15,9.79,0.85,32.4,25.46
design_1710,1.28,2.03,1.58,2.3,1.29,6.44,1.85,3.62,15.93,9.17,0.85,19.44,16.06
design_1711,1.63,1.98,1.15,2.59,1.18,2.12,1.35,1.91,17.92,9.93,0.86,33.75,27.69
design_1712,1.81,2.12,2.05,2.25,1.4,1.24,1.27,1.88,13.76,7.76,0.88,5.02,4.1
design_1713,1.87,1.92,3.95,2.04,1.31,1.05,1.34,2.3,13.83,7.7,0.88,4.34,3.94
design_1714,1.49,1.78,2.01,2.26,1.31,1.15,1.22,1.75,13.6,7.55,0.89,3.78,3.57
design_1715,2.39,2.3,3.5,2.42,1.31,1.03,1.47,2.37,16.01,8.67,0.88,17.77,15.42
design_1716,2.41,2.82,4.05,2.34,1.46,0.98,1.51,2.61,14.32,7.67,0.9,7.87,7.17
design_1717,1.85,2.49,2.18,2.75,1.34,1.19,1.36,2.09,14.99,8.21,0.88,4.06,4.22
design_1718,2.38,3.13,2.02,2.64,1.57,1.24,1.51,2.29,17.05,9.16,0.88,35.98,27.38
design_1719,1.85,2.05,2.25,2.3,1.29,1.14,1.29,1.91,13.42,7.53,0.88,2.96,3.13
design_1720,1.12,2.02,1.64,2.42,1.35,2.78,1.36,2.0,14.14,8.15,0.85,9.75,8.24
design_1721,1.25,2.27,0.92,2.59,1.45,2.65,1.39,1.98,6.02,4.76,0.86,7.41,4.88
design_1722,1.09,1.91,1.12,2.34,1.42,2.52,1.31,1.83,9.13,6.06,0.85,5.69,4.97
design_1723,1.13,2.16,1.13,2.36,1.35,2.66,1.36,1.91,7.25,5.26,0.86,6.23,4.9
design_1724,1.15,2.06,1.22,2.4,1.11,2.6,1.32,1.88,6.99,5.17,0.85,6.33,4.94
design_1725,1.4,2.03,1.36,2.48,1.19,2.67,1.39,1.96,15.72,8.82,0.86,28.36,19.87
design_1726,1.27,2.33,1.33,2.55,1.42,2.63,1.45,2.02,8.49,5.72,0.86,9.31,7.52
design_1727,1.29,2.3,1.37,2.39,1.29,2.57,1.39,1.96,9.81,6.35,0.85,7.41,6.12
design_1728,0.97,1.8,0.72,2.14,1.24,5.63,1.54,2.94,13.02,7.85,0.84,5.8,5.04
design_1729,1.36,1.85,0.78,2.16,1.05,5.48,1.52,2.91,12.27,7.56,0.84,9.38,6.64
design_1730,1.18,1.72,0.8,2.11,1.11,5.46,1.49,2.87,11.67,7.26,0.84,7.81,5.28
design_1731,1.95,1.95,1.06,2.37,1.53,5.6,1.65,3.09,12.42,7.55,0.85,13.7,8.74
design_1732,1.45,1.9,0.78,2.07,1.43,5.55,1.53,2.96,11.43,7.24,0.84,10.32,8.16
design_1733,0.95,1.98,0.72,2.25,1.21,5.58,1.55,2.95,14.53,8.44,0.85,10.15,6.55
design_1734,0.75,1.72,0.71,2.12,1.04,5.59,1.51,2.9,11.92,7.34,0.84,11.84,7.92
design_1735,1.15,2.0,0.73,2.27,1.11,5.51,1.54,2.94,11.47,7.07,0.85,10.3,7.36
design_1736,1.47,3.07,4.19,2.14,1.16,1.54,1.6,2.66,14.96,8.67,0.85,12.28,8.98
design_1737,1.29,2.64,4.25,1.98,1.17,2.16,1.52,2.68,15.61,8.92,0.85,19.85,15.87
design_1738,1.8,2.32,2.61,2.52,0.94,2.86,1.5,2.35,7.86,5.66,0.85,17.35,13.07
design_1739,1.36,2.98,2.34,2.11,1.01,4.44,1.55,2.72,14.28,8.39,0.84,10.71,7.21
design_1740,1.3,2.52,2.9,1.95,1.14,3.72,1.43,2.56,12.82,7.88,0.84,14.36,12.06
design_1741,1.63,3.13,4.04,2.6,1.04,1.75,1.61,2.71,16.45,9.06,0.84,21.91,16.11
design_1742,1.29,2.56,3.63,1.97,1.27,2.14,1.41,2.44,14.51,8.51,0.85,14.26,11.56
design_1743,1.59,2.97,3.79,2.38,1.05,1.88,1.53,2.58,14.5,8.48,0.85,15.9,10.2
design_1744,1.49,2.04,1.07,2.22,1.01,1.47,1.25,1.61,15.77,8.55,0.88,12.14,7.15
design_1745,1.37,1.9,0.94,1.99,1.14,1.22,1.15,1.47,15.54,8.43,0.89,20.17,16.24
design_1746,1.17,1.69,0.98,2.26,1.3,1.63,1.28,1.55,15.17,8.26,0.89,16.32,12.94
design_1747,1.38,1.68,0.51,2.08,1.08,1.79,1.24,1.49,16.36,8.77,0.89,8.38,7.02
design_1748,1.48,1.97,0.73,1.98,1.12,1.31,1.2,1.48,15.95,8.57,0.89,23.57,18.31
design_1749,1.36,1.9,0.98,1.94,1.19,1.35,1.18,1.48,16.12,8.65,0.88,16.82,12.63
design_1750,1.4,1.75,0.44,2.08,1.1,1.72,1.21,1.49,15.84,8.57,0.89,19.09,15.07
design_1751,1.3,1.64,0.63,2.07,0.91,1.57,1.19,1.42,15.07,8.23,0.89,6.83,4.54
design_1752,1.17,0.91,3.26,1.97,0.95,7.56,2.0,4.09,11.52,7.23,0.84,14.44,10.62
design_1753,1.53,1.72,3.17,2.42,1.15,7.55,2.11,4.17,16.58,9.19,0.86,17.58,12.33
design_1754,1.51,1.62,3.49,2.32,1.0,7.96,2.2,4.38,15.94,8.59,0.88,19.45,13.4
design_1755,1.39,1.73,1.56,2.16,0.68,8.35,2.16,4.31,14.98,8.36,0.87,11.42,7.35
design_1756,1.28,1.29,3.68,1.85,1.1,5.6,1.71,3.36,15.25,9.04,0.84,13.18,9.2
design_1757,1.33,1.5,2.79,2.22,0.86,8.32,2.21,4.41,16.84,9.31,0.86,18.6,13.4
design_1758,1.11,1.37,3.98,2.43,0.81,8.39,2.27,4.62,10.08,6.54,0.85,14.84,10.89
design_1759,1.41,1.65,3.15,2.32,0.83,8.66,2.32,4.63,16.51,8.96,0.88,21.42,15.2
design_1760,1.01,2.09,2.93,2.07,1.21,4.78,1.58,2.84,17.36,9.73,0.86,14.73,13.64
design_1761,1.02,2.06,2.66,2.48,0.99,5.66,1.73,3.15,17.38,9.53,0.87,19.54,15.24
design_1762,1.02,2.02,2.2,2.29,0.94,5.51,1.63,3.0,14.31,8.31,0.85,18.14,12.07
design_1763,1.07,2.15,2.46,2.34,0.89,5.66,1.71,3.11,16.73,9.19,0.87,16.71,12.09
design_1764,1.13,2.13,2.29,2.53,1.3,2.16,1.36,2.02,18.04,9.9,0.87,19.32,17.37
design_1765,1.26,2.4,4.02,2.73,0.97,5.65,1.9,3.48,16.0,8.68,0.88,16.64,12.11
design_1766,1.15,2.13,2.59,2.18,1.13,5.44,1.67,3.04,15.45,8.68,0.86,14.33,9.85
design_1767,1.12,2.23,3.16,2.25,1.04,5.41,1.69,3.14,14.01,8.08,0.86,18.14,11.85
design_1768,1.14,2.16,3.39,1.59,1.14,8.08,2.24,4.5,17.58,9.8,0.86,18.48,13.7
design_1769,1.56,2.44,0.58,1.69,0.74,4.67,1.58,2.69,17.39,9.78,0.85,20.01,15.8
design_1770,1.72,2.5,1.27,1.79,0.86,4.31,1.61,2.62,16.5,9.36,0.86,30.69,22.93
design_1771,1.39,2.19,1.27,1.6,0.99,4.51,1.54,2.63,17.46,9.81,0.86,11.81,10.62
design_1772,1.4,2.28,1.22,1.6,0.74,4.79,1.55,2.75,19.02,10.48,0.86,15.46,12.48
design_1773,1.56,2.32,1.06,1.79,0.86,4.51,1.61,2.65,17.78,9.96,0.86,13.3,11.6
design_1774,1.44,2.24,1.26,1.64,0.83,4.56,1.56,2.66,16.89,9.59,0.85,22.36,17.11
design_1775,1.36,2.24,0.58,1.58,0.79,4.25,1.45,2.46,18.26,10.23,0.85,12.65,10.95
design_1776,0.79,1.14,1.71,1.67,0.69,5.05,1.46,2.74,16.88,9.63,0.85,30.11,23.42
design_1777,0.94,1.07,1.36,1.83,1.3,5.23,1.51,2.82,16.57,9.42,0.85,31.28,22.89
